Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
739,LANTERN,(Y)LANTERN,(Y)LANTERN,3961,4079,4011,4029,Y,B-L,Y,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,LANTERN
5271,LAP,LAP,LAP+,4221,4361,4271,4311,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,LAP
5275,LAPTOP,LAPTOP,LAPTOP+,4456,4590,4506,4540,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,LAPTOP
5279,LAST,LAST,LAST,4920,5033,4970,4983,I,I,I,I,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,LAST
5283,LAST-WEEK,LAST-WEEK,LAST-WEEK,5136,5258,5186,5208,1,B-L,1,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,LAST-WEEK
225,LAST-YEAR,(1h)LAST-YEAR_2,(1h)LAST-YEAR_2,384,508,434,458,1,,1,,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LAST-YEAR
5286,LATCH,LATCH,LATCH,4502,4629,4552,4579,5,S,S,S,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LATCH
207967,LATER,LATER,LATER,1483,1593,1533,1543,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LATER
5293,LATER_2,LATER_2,LATER_2,1245,1380,1295,1330,L,,L,,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LATER_2
5295,LAUGH,LAUGH,LAUGH+,1727,1861,1777,1811,L,L,L,L,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LAUGH
5299,LAW,LAW,LAW,1993,2114,2043,2064,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LAW
5303,LAW,LAW-pl,LAW-pl,2267,2423,2317,2373,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LAW
40335,LAW+AGENT,LAW+AGENT,LAW+AGENT,2636,2772,2686,2722,L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,Compound Signs,LAW+AGENT
5309,LAZY,LAZY,LAZY++,3150,3287,3200,3237,L,,L,,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LAZY
5312,"LCL\path-turn-around\""""","LCL\path-turn-around\""""","LCL\path-turn-around\""""",754,907,804,857,bent-1,1,bent-1,1,ASL_2011_07_22_Brady_scene13-camera1.mov,Classifiers,"LCL\path-turn-around\"""""
5313,"LCL\path-turn-around\""""","LCL\path-turn-around\""""","LCL\path-turn-around\""""",1128,1280,1178,1230,bent-1,1,bent-1,1,ASL_2011_07_22_Brady_scene13-camera1.mov,Classifiers,"LCL\path-turn-around\"""""
5314,"LCL\path-turn-around\""""","LCL\path-turn-around\""""","LCL\path-turn-around\""""",975,1129,1025,1079,1,1,1,1,ASL_2011_07_22_Brady_scene56-camera1.mov,Classifiers,"LCL\path-turn-around\"""""
5317,LEAD,LEAD,LEAD,7184,7316,7234,7266,tight-C,B-L,tight-C,B-L,ASL_2011_06_14_Brady_scene29-camera1.mov,Lexical Signs,LEAD
40339,LEAD+AGENT,LEAD+AGENT,LEAD+AGENT,3419,3552,3469,3502,10,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,Compound Signs,LEAD+AGENT
5321,LEAF,LEAF,LEAF++,3681,3820,3731,3770,5,1,5,1,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LEAF
5326,LEARN,LEARN,LEARN,3913,4037,3963,3987,5,B-L,flat-O,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LEARN
5334,LEAVE,LEAVE,LEAVE,4924,5046,4974,4996,5,5,A,A,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LEAVE
5338,LEAVE-THERE,LEAVE-THERE,LEAVE-THERE,6009,6130,6059,6080,5,5,5,5,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LEAVE-THERE
5344,LECTURE,LECTURE,LECTURE+,361,482,411,432,B-L,,B-L,,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,LECTURE
5346,LECTURE,LECTURE,LECTURE++,5774,5902,5824,5852,B-L,,B-L,,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LECTURE
5350,LEFT,LEFT,LEFT,178,291,228,241,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LEFT
5355,LEFT-ARM,LEFT-ARM,LEFT-ARM+,424,566,474,516,crvd-B,,crvd-B,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LEFT-ARM
5356,LEFT-ARM,LEFT-ARM,LEFT-ARM+,2757,2888,2807,2838,B-L,,B-L,,ASL_2011_07_19_Brady_scene60-camera1.mov,Lexical Signs,LEFT-ARM
207835,LEG,LEG,LEG,1538,1678,1588,1628,1,,1,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LEG
5365,LEGISLATURE,LEGISLATURE,LEGISLATURE,1146,1267,1196,1217,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LEGISLATURE
5369,LEMON,LEMON,LEMON+,1996,2128,2046,2078,L,,G,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LEMON
5378,LESBIAN,LESBIAN,LESBIAN+,3018,3141,3068,3091,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LESBIAN
5386,LESS,LESS,LESS,3205,3331,3255,3281,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LESS
5387,LESS,LESS,LESS,7009,7143,7059,7093,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LESS
5393,LESS-THAN,LESS-THAN,LESS-THAN,5275,5403,5325,5353,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,LESS-THAN
5397,LETTER/MAIL,LETTER/MAIL,LETTER/MAIL,4093,4211,4143,4161,10,B-L,10,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LETTER/MAIL
5398,LETTER/MAIL,LETTER/MAIL,LETTER/MAIL,1762,1879,1812,1829,10,B-L,10,B-L,ASL_2011_07_19_Brady_scene95-camera1.mov,Lexical Signs,LETTER/MAIL
5402,LETTER/MAIL,LETTER/MAIL_2,LETTER/MAIL_2,2018,2140,2068,2090,10,10,10,10,ASL_2011_07_19_Brady_scene95-camera1.mov,Lexical Signs,LETTER/MAIL
5406,LIBRARY,LIBRARY,LIBRARY+,5805,5940,5855,5890,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LIBRARY
40356,LIBRARY+AGENT,LIBRARY+AGENT,LIBRARY+AGENT,5504,5641,5554,5591,L,,B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,Compound Signs,LIBRARY+AGENT
5411,LICENSE,LICENSE,LICENSE+,6012,6140,6062,6090,L,L,L,L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LICENSE
5413,LICK,LICK,LICK+,6595,6722,6645,6672,bent-U-L,B-L,U,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LICK
5424,LIE,LIE,LIE,5034,5145,5084,5095,bent-B-L,,bent-B-L,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LIE
585,LIGHT-MATCH,(nd-B-L)LIGHT-MATCH,(nd-B-L)LIGHT-MATCH,5369,5485,5419,5435,X-over-thumb,B-L,X-over-thumb,B-L,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,LIGHT-MATCH
40392,LIKE+(1h)NEG,LIKE+(1h)NEG,LIKE+(1h)NEG,1820,1935,1870,1885,open-8,,5,,ASL_2011_06_08_Brady_scene36-camera1.mov,Compound Signs,LIKE+NEG
40396,LIKE+(1h)NEG,LIKE+(1h)NEG,LIKE+(1h)NEG,1654,1773,1704,1723,open-8,,5,,ASL_2011_06_08_Brady_scene38-camera1.mov,Compound Signs,LIKE+NEG
5458,LINE,LINE,LINE,240,364,290,314,I,I,I,I,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LINE
5459,LINE,LINE,LINE,469,580,519,530,I,I,I,I,ASL_2011_07_22_Brady_scene16-camera1.mov,Lexical Signs,LINE
5463,LINE-UP,LINE-UP,LINE-UP,493,615,543,565,4,4,4,4,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LINE-UP
5464,LINE-UP,LINE-UP,LINE-UP,1923,2056,1973,2006,4,4,4,4,ASL_2011_07_22_Brady_scene46-camera1.mov,Lexical Signs,LINE-UP
207938,LINGUISTICS,LINGUISTICS,LINGUISTICS,777,900,827,850,L,L,baby-O,baby-O,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LINGUISTICS
5472,LION,LION,LION,1029,1162,1079,1112,crvd-5,,crvd-5,,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LION
5478,LIP/MOUTH,LIP/MOUTH,LIP/MOUTH+,1519,1664,1569,1614,1,,1,,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LIP/MOUTH
5482,LIPREAD,LIPREAD,LIPREAD+,1284,1417,1334,1367,V,,V,,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LIPREAD
5486,LIPSTICK,LIPSTICK,LIPSTICK+,1753,1897,1803,1847,baby-O,,baby-O,,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LIPSTICK
5490,LIST,LIST,LIST+,3662,3804,3712,3754,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LIST
5491,LIST,LIST,LIST+,2264,2416,2314,2366,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LIST
5496,LIST-ORDER-IX,LIST-ORDER-IX,LIST-ORDER-IX+,5942,6075,5992,6025,1,5,1,5,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,LIST-ORDER-IX
5498,LIST-ORDER-MIDDLE,LIST-ORDER-MIDDLE,LIST-ORDER-MIDDLE+,6152,6274,6202,6224,1,5,1,5,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,LIST-ORDER-MIDDLE
5500,LIST-ORDER-PINKY,LIST-ORDER-PINKY,LIST-ORDER-PINKY+,6567,6689,6617,6639,1,5,1,5,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,LIST-ORDER-PINKY
5502,LIST-ORDER-RING,LIST-ORDER-RING,LIST-ORDER-RING+,6355,6484,6405,6434,1,5,1,5,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,LIST-ORDER-RING
5504,LIST-ORDER-THUMB,LIST-ORDER-THUMB,LIST-ORDER-THUMB++,5708,5841,5758,5791,1,5,1,5,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,LIST-ORDER-THUMB
40400,LIST+DO-DO,LIST+DO-DO,LIST+DO-DO,11804,11950,11854,11900,bent-B-L,B-L,flat-G,flat-G,ASL_2011_06_08_Brady_scene9-camera1.mov,Compound Signs,LIST+DO-DO
207645,LITTLE-BIT,LITTLE-BIT,LITTLE-BIT,7272,7389,7322,7339,X-over-thumb,,10,,ASL_2011_06_08_Brady_scene6-camera1.mov,Lexical Signs,LITTLE-BIT
5513,LIVE,LIVE,LIVE,2944,3074,2994,3024,10,10,10,10,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LIVE
5514,LIVE,LIVE,LIVE,1862,1989,1912,1939,10,10,10,10,ASL_2011_07_19_Brady_scene59-camera1.mov,Lexical Signs,LIVE
5522,LOCAL,LOCAL,LOCAL,4921,5068,4971,5018,5,S,5,S,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LOCAL
5526,LOCK,LOCK,LOCK,5379,5509,5429,5459,S,S,S,S,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LOCK
5529,LOLLIPOP,LOLLIPOP,LOLLIPOP++,1797,1935,1847,1885,X-over-thumb,,X-over-thumb,,ASL_2011_07_19_Brady_scene103-camera1.mov,Lexical Signs,LOLLIPOP
5530,LOLLIPOP,LOLLIPOP,LOLLIPOP++,2327,2472,2377,2422,X-over-thumb,,X-over-thumb,,ASL_2011_07_22_Brady_scene54-camera1.mov,Lexical Signs,LOLLIPOP
5534,LONELY,LONELY,LONELY+,30,169,80,119,1,,1,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LONELY
5538,LONG,LONG,LONG,355,484,405,434,1,S,1,S,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LONG
306,LONG-AGO,(2h)alt.LONG-AGO,(2h)alt.LONG-AGO+,3708,3861,3758,3811,5,5,5,5,ASL_2011_06_14_Brady_scene34-camera1.mov,Lexical Signs,LONG-AGO
5542,LONG-AGO,LONG-AGO,LONG-AGO+,750,909,800,859,5,,5,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LONG-AGO
5544,LONG-SLEEVE,LONG-SLEEVE,LONG-SLEEVE,722,861,772,811,C,S,B-L,S,ASL_2011_07_19_Brady_scene87-camera1.mov,Lexical Signs,LONG-SLEEVE
5545,LONG-SLEEVE,LONG-SLEEVE,LONG-SLEEVE,625,775,675,725,crvd-B,psv,B-L,psv,ASL_2011_07_22_Brady_scene53-camera1.mov,Lexical Signs,LONG-SLEEVE
348,LOOK,(2h)LOOK-DOWN,(2h)LOOK-DOWN,2333,2456,2383,2406,V,V,V,V,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
207947,LOOK,(2h)LOOK-FORWARD,(2h)LOOK-FORWARD+++,2790,2937,2840,2887,V,V,V,V,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
358,LOOK,(2h)LOOK-UP,(2h)LOOK-UP,3566,3680,3616,3630,V,V,V,V,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
359,LOOK,(2h)LOOK-UP,(2h)LOOK-UP,2280,2402,2330,2352,V,V,V,V,ASL_2011_07_22_Brady_scene46-camera1.mov,Lexical Signs,LOOK
5554,LOOK,LOOK,LOOK,1940,2072,1990,2022,V,,V,,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,LOOK
207944,LOOK,LOOK,LOOK,2556,2680,2606,2630,V,,V,,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs,LOOK
5558,LOOK,LOOK,LOOK+,1195,1319,1245,1269,V,,V,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
5559,LOOK,LOOK,LOOK++,1163,1309,1213,1259,V,,V,,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,LOOK
207948,LOOK,LOOK_2,LOOK_2,1679,1814,1729,1764,V,,V,,ASL_2011_07_22_Brady_scene46-camera1.mov,Lexical Signs,LOOK
5590,LOOK,LOOK_3,LOOK_3,3643,3775,3693,3725,V,,V,,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,LOOK
5591,LOOK,LOOK_3,LOOK_3,1405,1535,1455,1485,V,,V,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
5563,LOOK,LOOK-1p,LOOK-1p,1626,1754,1676,1704,V,,V,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
5564,LOOK,LOOK-1p,LOOK-1p,4708,4825,4758,4775,V,,V,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
5565,LOOK,LOOK-1p,LOOK-1p,2540,2662,2590,2612,V,,V,,ASL_2011_07_22_Brady_scene46-camera1.mov,Lexical Signs,LOOK
5568,LOOK,LOOK-AROUND,LOOK-AROUND,2832,2982,2882,2932,V,,V,,ASL_2011_07_22_Brady_scene20-camera1.mov,Lexical Signs,LOOK
5569,LOOK,LOOK-AROUND,LOOK-AROUND,699,866,749,816,V,,V,,ASL_2011_07_22_Brady_scene57-camera1.mov,Lexical Signs,LOOK
5572,LOOK,LOOK-AROUND-SHOP,LOOK-AROUND-SHOP+++,2085,2247,2135,2197,V,,V,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
5577,LOOK,LOOK-BACK,LOOK-BACK,1857,1993,1907,1943,V,,V,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
5578,LOOK,LOOK-BACK,LOOK-BACK,4023,4159,4073,4109,V,,V,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LOOK
5582,LOOK,LOOK-recip,LOOK-recip,1774,1904,1824,1854,V,V,V,V,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,LOOK
5580,LOOK-BY-EYE,LOOK-BY-EYE,LOOK-BY-EYE+,1720,1850,1770,1800,F,F,F,F,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,LOOK-BY-EYE
5597,LORD,LORD,LORD,1098,1220,1148,1170,L,,L,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LORD
5600,LORD-GOD,LORD-GOD,LORD-GOD,3121,3243,3171,3193,L,,L,,ASL_2011_07_22_Brady_scene46-camera1.mov,Lexical Signs,LORD-GOD
5611,LOSE,LOSE_2,LOSE_2,3450,3567,3500,3517,5,5,5,5,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOSE
5606,LOSE-COMPETITION,LOSE-COMPETITION,LOSE-COMPETITION,3161,3287,3211,3237,V,B-L,V,B-L,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOSE-COMPETITION
5610,LOSE-WEIGHT,LOSE-WEIGHT,LOSE-WEIGHT,2883,3022,2933,2972,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs,LOSE-WEIGHT
5615,LOUDSPEAKER,LOUDSPEAKER,LOUDSPEAKER+,6268,6400,6318,6350,5,5,5,5,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOUDSPEAKER
5620,LOUSY,LOUSY,LOUSY,6804,6925,6854,6875,3,,3,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOUSY
4806,LOVE,LOVE,LOVE,6182,6316,6232,6266,S,S,S,S,ASL_2011_06_14_Brady_scene37-camera1.mov,Lexical Signs,LOVE
5625,LOW,LOW,LOW,7289,7417,7339,7367,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOW
5628,LOWERCASE/TINY,LOWERCASE/TINY,LOWERCASE/TINY,7775,7911,7825,7861,L,,G,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOWERCASE/TINY
5632,LUCKY,LUCKY,LUCKY,7989,8106,8039,8056,25,,25,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LUCKY
5636,LUNCH,LUNCH,LUNCH++,8431,8559,8481,8509,L,,L,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LUNCH
5640,LUNGS,LUNGS,LUNGS+,10416,10550,10466,10500,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,LUNGS
5641,LUNGS,LUNGS,LUNGS+,8642,8781,8692,8731,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LUNGS
5642,LUNGS,LUNGS,LUNGS+,146,279,196,229,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene37-camera1.mov,Lexical Signs,LUNGS
5645,LUTHERAN,LUTHERAN,LUTHERAN+,112,231,162,181,L,B-L,L,B-L,ASL_2011_07_22_Brady_scene47-camera1.mov,Lexical Signs,LUTHERAN
5649,M,M,M,1557,1683,1607,1633,bent-M,,bent-M,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,M
5653,MACHINE,MACHINE,MACHINE+,2221,2344,2271,2294,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,MACHINE
5659,MACHINE,MACHINE,MACHINE++,5007,5161,5057,5111,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene15-camera1.mov,Lexical Signs,MACHINE
5660,MACHINE,MACHINE,MACHINE++,3047,3187,3097,3137,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MACHINE
5662,MACHINE,MACHINE,MACHINE+++,4068,4185,4118,4135,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,MACHINE
5668,MAD,MAD,MAD,3241,3362,3291,3312,5,,5-C,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAD
5669,MAD,MAD,MAD,1517,1635,1567,1585,5,,crvd-5,,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs,MAD
5672,MAD,MAD_2,MAD_2,3721,3843,3771,3793,5,,crvd-sprd-B,,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,MAD
5676,MAGAZINE,MAGAZINE,MAGAZINE+,3432,3576,3482,3526,L-X,B-L,L-X,B-L,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAGAZINE
5681,MAGIC,MAGIC,MAGIC,3685,3798,3735,3748,S,S,5,5,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAGIC
5684,MAGNET_2,MAGNET_2,MAGNET_2+,4116,4250,4166,4200,8,8,8,8,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAGNET_2
5689,MAJOR,MAJOR,MAJOR,4441,4566,4491,4516,B-xd,B-xd,B-xd,B-xd,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAJOR
5693,MAKE,MAKE,MAKE,5100,5225,5150,5175,S,S,S,S,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAKE
5696,MAKE-BUBBLES,MAKE-BUBBLES,MAKE-BUBBLES+,1180,1344,1230,1294,O,,fanned-flat-O,,ASL_2011_07_19_Brady_scene46-camera1.mov,Lexical Signs,MAKE-BUBBLES
410,MAN,(5)MAN,(5)MAN,6212,6331,6262,6281,5,,5,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAN
5705,MAN,MAN,MAN,396,521,446,471,A,,5,,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,MAN
5706,MAN,MAN,MAN,6357,6446,6407,6432,A,,5,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAN
5708,MAN,MAN-pl,MAN-pl,662,801,712,751,A,,5,,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MAN
5709,MAN_2,MAN_2,MAN_2,5641,5772,5691,5722,B-L,,flat-O,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAN_2
5712,MANAGE/CONTROL,MANAGE/CONTROL,MANAGE/CONTROL+,1266,1393,1316,1343,X,X,X,X,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs,MANAGE/CONTROL
5713,MANAGE/CONTROL,MANAGE/CONTROL,MANAGE/CONTROL+,1159,1285,1209,1235,X,X,X,X,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MANAGE/CONTROL
40421,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,1438,1570,1488,1520,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene4-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40424,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,396,536,446,486,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene5-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40425,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,1379,1511,1429,1461,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene54-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
207850,MANY,MANY,MANY,2714,2835,2764,2785,S,S,5,5,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MANY
5719,MARCHING,MARCHING,MARCHING+,2996,3123,3046,3073,5,5,5,5,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MARCHING
5723,MARIJUANA,MARIJUANA,MARIJUANA+,3224,3358,3274,3308,F,,F,,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MARIJUANA
5727,MARIONETTE,MARIONETTE,MARIONETTE+,2079,2216,2129,2166,open-F,open-F,F,F,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,MARIONETTE
5728,MARIONETTE,MARIONETTE,MARIONETTE+,1622,1774,1672,1724,F,F,F,F,ASL_2011_07_22_Brady_scene50-camera1.mov,Lexical Signs,MARIONETTE
5735,MARRY,MARRY,MARRY,3442,3577,3492,3527,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MARRY
5736,MARRY,MARRY,MARRY,3683,3804,3733,3754,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MARRY
5745,MATCH,MATCH,MATCH,1624,1750,1674,1700,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene19-camera1.mov,Lexical Signs,MATCH
5746,MATCH,MATCH,MATCH,5587,5702,5637,5652,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MATCH
562,MATERIAL,(M)MATERIAL,(M)MATERIAL,6592,6719,6642,6669,bent-M,B-L,bent-M,B-L,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MATERIAL
5750,MATH,MATH,MATH+,7097,7225,7147,7175,alt-M,alt-M,alt-M,alt-M,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MATH
5755,MAYBE,MAYBE,MAYBE+,1424,1554,1474,1504,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,MAYBE
5760,MEASLES,MEASLES,MEASLES,4620,4755,4670,4705,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,MEASLES
5763,MEAT,MEAT,MEAT+,5175,5301,5225,5251,F,B-L,F,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,MEAT
5767,MEDICAL-PATIENT,MEDICAL-PATIENT,MEDICAL-PATIENT,2383,2517,2433,2467,K,,K,,ASL_2011_07_19_Brady_scene27-camera1.mov,Lexical Signs,MEDICAL-PATIENT
5773,MEDICINE,MEDICINE,MEDICINE,6641,6780,6691,6730,25,B-L,25,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,MEDICINE
